,STUDYAREAN,IMGPATH,SPECIESID,COMMONNAME,SPECIESWEIGHTS,OBJECT,OBJECTNAME,OBJWEIGHTS
804028,Colima S Central,F:\Nilgai_photo_database\COL\COSC\CO_SC_12_190911\CSC-CSC12_01268_9-8-2019.JPG,33.0,Turkey,3262.3244929797193,1,Animal,4.264798257492943
796230,Colima SE,F:\Nilgai_photo_database\COL\COSE\CO_SE_12_190227\CSE-COSE12_01534_2-17-2019.JPG,11.0,"Exotics, other",4840.625,1,Animal,4.264798257492943
2425179,Buena Vista SE,F:\Nilgai_photo_database\BV\BVSE\BV_SE_06_190405\BSE-BVSE06_00124_3-21-2019.JPG,28.0,Spider,22485.483870967742,1,Animal,4.264798257492943
1297723,Colima N Central,F:\Nilgai_photo_database\COL\CONC\CO_NC_11_190729\CNC-CONC11_02136_7-12-2019.JPG,0.0,None,1.0,0,None,1.0
1861087,BV East Middle,F:\Nilgai_photo_database\BV\BVEM\BV_EM_02_Cam115_190827\BEM-BVEM02_00263_8-14-2019.JPG,26.0,Armadillo,2036.1733203505355,1,Animal,4.264798257492943
2375070,Buena Vista SE,F:\Nilgai_photo_database\BV\BVSE\BV_SE_02_190301\BSE-BVSE02_00215_2-20-2019.JPG,29.0,Skunk,36686.84210526316,1,Animal,4.264798257492943
1516039,Colima East,F:\Nilgai_photo_database\COL\COLE\CO_LE_12_190211\CLE-COLE12_03701_2-9-2019.JPG,8.0,Bobcat,1046.0980490245122,1,Animal,4.264798257492943
1076848,Colima NE,F:\Nilgai_photo_database\COL\CONE\CO_NE_05.35_190108\CNE-CONE05.35_02709_12-26-2018.JPG,7.0,Coyote,683.1590983338779,1,Animal,4.264798257492943
1937088,BV East Middle,F:\Nilgai_photo_database\BV\BVEM\BV_EM_02_190301\BEM-BVEM02_00793_2-7-2019.JPG,26.0,Armadillo,2036.1733203505355,1,Animal,4.264798257492943
1993948,Buena Vista SW,F:\Nilgai_photo_database\BV\BVSW\BV_SW_12_190207\BSW-BVSW12_01013_1-25-2019.JPG,19.0,Ocelot,18343.42105263158,1,Animal,4.264798257492943
1430086,Colima N,F:\Nilgai_photo_database\COL\CONorth\CO_N_03_190924\CN-CON03_00218_9-21-2019.JPG,21.0,Mouse,275.55013835815,1,Animal,4.264798257492943
1646525,Colima East,F:\Nilgai_photo_database\COL\COLE\CO_LE_0672_190911\CLE-COLE0672_00916_9-1-2019.JPG,17.0,Raccoon,476.66970594939596,1,Animal,4.264798257492943
554009,Colima Trough,F:\Nilgai_photo_database\COL\CT\C_T_06_190912\CT-CT06_00398_9-8-2019.JPG,25.0,Dog,5923.937677053825,1,Animal,4.264798257492943
823249,Colima North West,F:\Nilgai_photo_database\COL\CONW\CO_NW_02_190620\CNW-CONW02_00648_6-13-2019.JPG,25.0,Dog,5923.937677053825,1,Animal,4.264798257492943
625637,Colima Trough,F:\Nilgai_photo_database\COL\CT\C_T_04_190812\CT-CT04_07711_8-9-2019.JPG,12.0,White-tailed deer,18.933172776575613,1,Animal,4.264798257492943
731502,Colima SE,F:\Nilgai_photo_database\COL\COSE\CO_SE_0.8_190729\CSE-COSE0.8_00028_7-26-2019.JPG,26.0,Armadillo,2036.1733203505355,1,Animal,4.264798257492943
2375380,Buena Vista SE,F:\Nilgai_photo_database\BV\BVSE\BV_SE_02_190301\BSE-BVSE02_00237_2-21-2019.JPG,29.0,Skunk,36686.84210526316,1,Animal,4.264798257492943
1668951,Colima East,F:\Nilgai_photo_database\COL\COLE\CO_LE_0667_190911\CLE-COLE0667_02224_8-26-2019.JPG,15.0,Rabbit,631.1952912767885,1,Animal,4.264798257492943
190455,Russel E,F:\Nilgai_photo_database\RU\RUE\RU_E_02_190424\RUE-RUE02_00114_4-6-2019.JPG,22.0,Rat,627.972972972973,1,Animal,4.264798257492943
1310404,Colima N Central,F:\Nilgai_photo_database\COL\CONC\CO_NC_07_190211\CNC-CONC07_00019_1-24-2019.JPG,13.0,Nilgai,58.730270179183286,1,Animal,4.264798257492943
547286,Colima Trough,F:\Nilgai_photo_database\COL\CT\C_T_04_190827\CT-CT04_07081_8-24-2019.JPG,12.0,White-tailed deer,18.933172776575613,1,Animal,4.264798257492943
828902,Colima North West,F:\Nilgai_photo_database\COL\CONW\CO_NW_03_190729\CNW-CONW03_00950_7-8-2019.JPG,26.0,Armadillo,2036.1733203505355,1,Animal,4.264798257492943
1546650,Colima East,F:\Nilgai_photo_database\COL\COLE\CO_LE_11_190522\CLE-COLE11_00714_4-25-2019.JPG,13.0,Nilgai,58.730270179183286,1,Animal,4.264798257492943
1969331,Buena Vista SW,F:\Nilgai_photo_database\BV\BVSW\BV_SW_12_190117_CamNilgai23\BSW-BVSW12_04389_12-22-2018.JPG,18.0,Unknown,348.00299550673986,1,Animal,4.264798257492943
614833,Colima Trough,F:\Nilgai_photo_database\COL\CT\C_T_06_190924\CT-CT06_00218_9-16-2019.JPG,17.0,Raccoon,476.66970594939596,1,Animal,4.264798257492943
1970996,Buena Vista SW,F:\Nilgai_photo_database\BV\BVSW\BV_SW_12_190117_CamNilgai23\BSW-BVSW12_05427_12-31-2018.JPG,11.0,"Exotics, other",4840.625,1,Animal,4.264798257492943
316425,Rio Costero W,F:\Nilgai_photo_database\RC\RCW\RC_W_02_190228\RCW-RCW02_02180_2-20-2019.JPG,9.0,Humans,15.204714504882464,1,Animal,4.264798257492943
1514642,Colima East,F:\Nilgai_photo_database\COL\COLE\CO_LE_12_190211\CLE-COLE12_02320_1-27-2019.JPG,11.0,"Exotics, other",4840.625,1,Animal,4.264798257492943
1389711,Colima N Central,F:\Nilgai_photo_database\COL\CONC\CO_NC_0.55_190924\CNC-CONC0.55_00164_9-15-2019.JPG,13.0,Nilgai,58.730270179183286,1,Animal,4.264798257492943
199373,Russel E,F:\Nilgai_photo_database\RU\RUE\RU_E_01_190301\RUE-RUE01_00134_2-9-2019.JPG,24.0,Horse,56517.56756756757,1,Animal,4.264798257492943
817618,Colima S Central,F:\Nilgai_photo_database\COL\COSC\CO_SC_13_190211\CSC-COSC13_01014_1-23-2018.JPG,8.0,Bobcat,1046.0980490245122,1,Animal,4.264798257492943
509673,Rio Costero W,F:\Nilgai_photo_database\RC\RCW\RC_W_12_190403\RCW-RCW12_00742_3-29-2019.JPG,18.0,Unknown,348.00299550673986,1,Animal,4.264798257492943
935235,Colima NE,F:\Nilgai_photo_database\COL\CONE\CO_NE_05.4_190812\CNE-CONE05.4_00200_8-2-2019.JPG,32.0,Tortoise/Turtle,49789.28571428572,1,Animal,4.264798257492943
804095,Colima S Central,F:\Nilgai_photo_database\COL\COSC\CO_SC_12_190911\CSC-CSC12_00976_9-1-2019.JPG,33.0,Turkey,3262.3244929797193,1,Animal,4.264798257492943
186298,Russel E,F:\Nilgai_photo_database\RU\RUE\RU_E_03_190301\RUE-RUE03_06362_2-23-2019.JPG,0.0,None,1.0,0,None,1.0
115606,Russel S,F:\Nilgai_photo_database\RU\RUS\RU_S_03_190424\RUS-RUS03_02055_4-10-2018.JPG,0.0,None,1.0,0,None,1.0
1970278,Buena Vista SW,F:\Nilgai_photo_database\BV\BVSW\BV_SW_12_190117_CamNilgai23\BSW-BVSW12_05677_1-1-2019.JPG,11.0,"Exotics, other",4840.625,1,Animal,4.264798257492943
696328,Colima SE,F:\Nilgai_photo_database\COL\COSE\CO_SE_111_190827\CSE-COSE111_00521_8-11-2019.JPG,33.0,Turkey,3262.3244929797193,1,Animal,4.264798257492943
194591,Russel E,F:\Nilgai_photo_database\RU\RUE\RU_E_05_190301\RUE-RUE05_00469_2-3-2019.JPG,13.0,Nilgai,58.730270179183286,1,Animal,4.264798257492943
652257,Colima SE,F:\Nilgai_photo_database\COL\COSE\CO_SE_0.8_190911\CSE-COSE0.8_00054_8-27-2019.JPG,15.0,Rabbit,631.1952912767885,1,Animal,4.264798257492943
1741433,Colima East,F:\Nilgai_photo_database\COL\COLE\CO_LE_06_190429\CLE-COLE06_00035_4-8-2019.JPG,10.0,Birds,34.082796838073506,1,Animal,4.264798257492943
1069420,Colima NE,F:\Nilgai_photo_database\COL\CONE\CO_NE_05.35_190827\CNE-CONE05.35_03618_8-18-2019.JPG,5.0,Pig,107.4754587038084,1,Animal,4.264798257492943
236524,Rio Costero W,F:\Nilgai_photo_database\RC\RCW\RC_W_07.1_190403_Cam78\RCW-RCW07.1_00163_3-1-2019.JPG,22.0,Rat,627.972972972973,1,Animal,4.264798257492943
1551494,Colima East,F:\Nilgai_photo_database\COL\COLE\CO_LE_0670_190827\CLE-COLE0670_00269_8-21-2019.JPG,27.0,Opossum,2344.3385650224213,1,Animal,4.264798257492943
1008448,Colima NE,F:\Nilgai_photo_database\COL\CONE\CO_NE_05.35_190723\CNE-CONE05.35_00019_6-20-2019.JPG,12.0,White-tailed deer,18.933172776575613,1,Animal,4.264798257492943
396627,Rio Costero W,F:\Nilgai_photo_database\RC\RCW\RC_W_09_190228\RCW-RCW09_00531_2-13-2019.JPG,9.0,Humans,15.204714504882464,1,Animal,4.264798257492943
2491102,Buena Vista North,F:\Nilgai_photo_database\BV\BVN\BV_N_04_190301\BVN-BVN04_00762_1-30-2019.JPG,17.0,Raccoon,476.66970594939596,1,Animal,4.264798257492943
691622,Colima SE,F:\Nilgai_photo_database\COL\COSE\CO_SE_03_190312\CSE-COSE03_06245_3-11-2019.JPG,0.0,None,1.0,0,None,1.0
1118848,Colima NE,F:\Nilgai_photo_database\COL\CONE\CO_NE_05.3_190402\CNE-CONE05.3_00231_3-19-2019.JPG,15.0,Rabbit,631.1952912767885,1,Animal,4.264798257492943
809577,Colima S Central,F:\Nilgai_photo_database\COL\COSC\CO_SC_12_190729\CSC-CSC12_00867_7-21-2019.JPG,33.0,Turkey,3262.3244929797193,1,Animal,4.264798257492943
1858672,BV East Middle,F:\Nilgai_photo_database\BV\BVEM\BV_EM_01_190301\BEM-BVEM01_13696_1-22-2019.JPG,0.0,None,1.0,0,None,1.0
1714953,Colima East,F:\Nilgai_photo_database\COL\COLE\CO_LE_0669_190812\CLE-COLE0669_01307_8-11-2019.JPG,26.0,Armadillo,2036.1733203505355,1,Animal,4.264798257492943
2090997,Buena Vista South,F:\Nilgai_photo_database\BV\BVS\BV_S_02_190910_Cam39\BVS-BVS02_00088_9-3-2019.JPG,7.0,Coyote,683.1590983338779,1,Animal,4.264798257492943
652143,Colima SE,F:\Nilgai_photo_database\COL\COSE\CO_SE_0.8_190911\CSE-COSE0.8_00171_9-1-2019.JPG,26.0,Armadillo,2036.1733203505355,1,Animal,4.264798257492943
1551488,Colima East,F:\Nilgai_photo_database\COL\COLE\CO_LE_0670_190827\CLE-COLE0670_00275_8-21-2019.JPG,27.0,Opossum,2344.3385650224213,1,Animal,4.264798257492943
500518,Rio Costero W,F:\Nilgai_photo_database\RC\RCW\RC_W_07.1_190228_Cam77\RCW-RCW07.1_00492_2-23-2019.JPG,18.0,Unknown,348.00299550673986,1,Animal,4.264798257492943
1604918,Colima East,F:\Nilgai_photo_database\COL\COLE\CO_LE_07_190522\CLE-COLE07_00227_4-11-2019.JPG,10.0,Birds,34.082796838073506,1,Animal,4.264798257492943
2375080,Buena Vista SE,F:\Nilgai_photo_database\BV\BVSE\BV_SE_02_190301\BSE-BVSE02_00225_2-20-2019.JPG,29.0,Skunk,36686.84210526316,1,Animal,4.264798257492943
1819592,BV South Middle,F:\Nilgai_photo_database\BV\BVSM\BV_SM_3_190613\BSM-BVSM3_00088_5-28-2019.JPG,13.0,Nilgai,58.730270179183286,1,Animal,4.264798257492943
598455,Colima Trough,F:\Nilgai_photo_database\COL\CT\C_T_06_190827\CT-CT06_01325_8-22-2019.JPG,17.0,Raccoon,476.66970594939596,1,Animal,4.264798257492943
2146410,Buena Vista South,F:\Nilgai_photo_database\BV\BVS\BV_S_01_190301_Cam72\BVS-BVS01_00201_2-22-2019.JPG,18.0,Unknown,348.00299550673986,1,Animal,4.264798257492943
1965162,Buena Vista SW,F:\Nilgai_photo_database\BV\BVSW\BV_SW_12_190301\BSW-BVSW12_00449_2-17-2019.JPG,19.0,Ocelot,18343.42105263158,1,Animal,4.264798257492943
1512338,Colima East,F:\Nilgai_photo_database\COL\COLE\CO_LE_07_190211\CLE-COLE07_00850_1-23-2019.JPG,10.0,Birds,34.082796838073506,1,Animal,4.264798257492943
1411729,Colima N,F:\Nilgai_photo_database\COL\CONorth\CO_N_03_190603\CN-CON03_00252_5-23-2019.JPG,10.0,Birds,34.082796838073506,1,Animal,4.264798257492943
935128,Colima NE,F:\Nilgai_photo_database\COL\CONE\CO_NE_05.4_190812\CNE-CONE05.4_00282_8-3-2019.JPG,32.0,Tortoise/Turtle,49789.28571428572,1,Animal,4.264798257492943
441552,Rio Costero W,F:\Nilgai_photo_database\RC\RCW\RC_W_7.2_190212\RCW-RCW07.2_02332_2-3-2019.JPG,12.0,White-tailed deer,18.933172776575613,1,Animal,4.264798257492943
1391826,Colima N Central,F:\Nilgai_photo_database\COL\CONC\CO_NC_65.5_190924\CNC-CONC65.5_00204_9-15-2019.JPG,18.0,Unknown,348.00299550673986,1,Animal,4.264798257492943
2375088,Buena Vista SE,F:\Nilgai_photo_database\BV\BVSE\BV_SE_02_190301\BSE-BVSE02_00218_2-20-2019.JPG,29.0,Skunk,36686.84210526316,1,Animal,4.264798257492943
306112,Rio Costero W,F:\Nilgai_photo_database\RC\RCW\RC_W_02.5_190507\RCW-RCW02.5_02409_4-22-2019.JPG,28.0,Spider,22485.483870967742,1,Animal,4.264798257492943
1911644,BV East Middle,F:\Nilgai_photo_database\BV\BVEM\BV_EM_02_Cam115_190813\BEM-BVEM02_00085_8-5-2019.JPG,6.0,Cattle,22.59798783189427,1,Animal,4.264798257492943
840254,Colima North West,F:\Nilgai_photo_database\COL\CONW\CO_NW_03_190603\CNW-CONW03_08064_5-23-2019.JPG,0.0,None,1.0,0,None,1.0
199293,Russel E,F:\Nilgai_photo_database\RU\RUE\RU_E_01_190301\RUE-RUE01_00145_2-11-2019.JPG,24.0,Horse,56517.56756756757,1,Animal,4.264798257492943
329454,Rio Costero W,F:\Nilgai_photo_database\RC\RCW\RC_W_07.1_190212\RCW-RCW07.1_02176_2-27-2019.JPG,21.0,Mouse,275.55013835815,1,Animal,4.264798257492943
1643987,Colima East,F:\Nilgai_photo_database\COL\COLE\CO_LE_0669_190729\CLE-COLE0669_02603_7-27-2019.JPG,27.0,Opossum,2344.3385650224213,1,Animal,4.264798257492943
1189063,Colima N Central,F:\Nilgai_photo_database\COL\CONC\CO_NC_11_190522\CNC-CONC11_01272_5-16-2019.JPG,29.0,Skunk,36686.84210526316,1,Animal,4.264798257492943
1105337,Colima NE,F:\Nilgai_photo_database\COL\CONE\CO_NE_05.35_190123\CNE-CONE05.35_00445_1-22-2019.JPG,12.0,White-tailed deer,18.933172776575613,1,Animal,4.264798257492943
666960,Colima SE,F:\Nilgai_photo_database\COL\COSE\CO_SE_03_190211\CSE-COSE03_02651_1-18-2019.JPG,22.0,Rat,627.972972972973,1,Animal,4.264798257492943
1994689,Buena Vista SW,F:\Nilgai_photo_database\BV\BVSW\BV_SW_12_190207\BSW-BVSW12_00610_1-23-2019.JPG,17.0,Raccoon,476.66970594939596,1,Animal,4.264798257492943
626746,Colima Trough,F:\Nilgai_photo_database\COL\CT\C_T_06_190812\CT-CT06_01083_8-6-2019.JPG,17.0,Raccoon,476.66970594939596,1,Animal,4.264798257492943
772114,Colima SE,F:\Nilgai_photo_database\COL\COSE\CO_SE_0.8_190812\CSE-COSE0.8_00344_8-9-2019.JPG,32.0,Tortoise/Turtle,49789.28571428572,1,Animal,4.264798257492943
709017,Colima SE,F:\Nilgai_photo_database\COL\COSE\CO_SE_17_190429\CSE-COSE17_00576_4-8-2019.JPG,12.0,White-tailed deer,18.933172776575613,1,Animal,4.264798257492943
1971862,Buena Vista SW,F:\Nilgai_photo_database\BV\BVSW\BV_SW_12_190117_CamNilgai23\BSW-BVSW12_06619_1-12-2019.JPG,11.0,"Exotics, other",4840.625,1,Animal,4.264798257492943
810690,Colima S Central,F:\Nilgai_photo_database\COL\COSC\CO_SC_12_190729\CSC-CSC12_00729_7-19-2019.JPG,33.0,Turkey,3262.3244929797193,1,Animal,4.264798257492943
1937456,BV East Middle,F:\Nilgai_photo_database\BV\BVEM\BV_EM_02_190301\BEM-BVEM02_00452_2-2-2019.JPG,26.0,Armadillo,2036.1733203505355,1,Animal,4.264798257492943
1439398,Colima N,F:\Nilgai_photo_database\COL\CONorth\CO_N_03_190402\CN-CON03_01086_3-16-2019.JPG,6.0,Cattle,22.59798783189427,1,Animal,4.264798257492943
823481,Colima North West,F:\Nilgai_photo_database\COL\CONW\CO_NW_02_190620\CNW-CONW02_00855_6-18-2019.JPG,8.0,Bobcat,1046.0980490245122,1,Animal,4.264798257492943
494761,Rio Costero W,F:\Nilgai_photo_database\RC\RCW\RC_W_24_190301_Cam33\RCW-RCW24_02008_2-16-2019.JPG,29.0,Skunk,36686.84210526316,1,Animal,4.264798257492943
809663,Colima S Central,F:\Nilgai_photo_database\COL\COSC\CO_SC_12_190729\CSC-CSC12_00828_7-19-2019.JPG,33.0,Turkey,3262.3244929797193,1,Animal,4.264798257492943
828920,Colima North West,F:\Nilgai_photo_database\COL\CONW\CO_NW_03_190729\CNW-CONW03_00953_7-8-2019.JPG,26.0,Armadillo,2036.1733203505355,1,Animal,4.264798257492943
1964187,Buena Vista SW,F:\Nilgai_photo_database\BV\BVSW\BV_SW_12_190301\BSW-BVSW12_00622_2-26-2019.JPG,8.0,Bobcat,1046.0980490245122,1,Animal,4.264798257492943
677180,Colima SE,F:\Nilgai_photo_database\COL\COSE\CO_SE_16_190522\CSE-COSE16_00269_5-2-2019.JPG,13.0,Nilgai,58.730270179183286,1,Animal,4.264798257492943
1414454,Colima N,F:\Nilgai_photo_database\COL\CONorth\CO_N_04_190522\CN-CON04_08323_5-22-2019.JPG,10.0,Birds,34.082796838073506,1,Animal,4.264798257492943
855501,Colima North West,F:\Nilgai_photo_database\COL\CONW\CO_NW_03_190812\CNW-CONW03_00482_8-4-2019.JPG,26.0,Armadillo,2036.1733203505355,1,Animal,4.264798257492943
2445131,Buena Vista SE,F:\Nilgai_photo_database\BV\BVSE\BV_SE_01_190827\BSE-BVSE01_07459_8-19-2019.JPG,18.0,Unknown,348.00299550673986,1,Animal,4.264798257492943
401952,Rio Costero W,F:\Nilgai_photo_database\RC\RCW\RC_W_17_190403\RCW-RCW17_03405_3-29-2019.JPG,17.0,Raccoon,476.66970594939596,1,Animal,4.264798257492943
1970285,Buena Vista SW,F:\Nilgai_photo_database\BV\BVSW\BV_SW_12_190117_CamNilgai23\BSW-BVSW12_05482_12-31-2018.JPG,17.0,Raccoon,476.66970594939596,1,Animal,4.264798257492943
2425152,Buena Vista SE,F:\Nilgai_photo_database\BV\BVSE\BV_SE_06_190405\BSE-BVSE06_00098_3-21-2019.JPG,28.0,Spider,22485.483870967742,1,Animal,4.264798257492943
876467,Colima NE,F:\Nilgai_photo_database\COL\CONE\CO_NE_05.35_190521\CNE-CONE05.35_00289_5-7-2019.JPG,26.0,Armadillo,2036.1733203505355,1,Animal,4.264798257492943
814347,Colima S Central,F:\Nilgai_photo_database\COL\COSC\CO_SC_12_190827\CSC-CSC12_00571_8-22-2019.JPG,33.0,Turkey,3262.3244929797193,1,Animal,4.264798257492943
746922,Colima SE,F:\Nilgai_photo_database\COL\COSE\CO_SE_11_190211\CSE-COSE11_01038_1-28-2019.JPG,13.0,Nilgai,58.730270179183286,1,Animal,4.264798257492943
1207573,Colima N Central,F:\Nilgai_photo_database\COL\CONC\CO_NC_01_190227\CNC-CONC01_00298_2-22-2019.JPG,9.0,Humans,15.204714504882464,1,Animal,4.264798257492943
1373258,Colima N Central,F:\Nilgai_photo_database\COL\CONC\CO_NC_0.55_190402\CNC-CONC0.55_00666_3-29-2019.JPG,6.0,Cattle,22.59798783189427,1,Animal,4.264798257492943
814547,Colima S Central,F:\Nilgai_photo_database\COL\COSC\CO_SC_12_190827\CSC-CSC12_00780_8-25-2019.JPG,33.0,Turkey,3262.3244929797193,1,Animal,4.264798257492943
1643120,Colima East,F:\Nilgai_photo_database\COL\COLE\CO_LE_0669_190729\CLE-COLE0669_02752_7-27-2019.JPG,15.0,Rabbit,631.1952912767885,1,Animal,4.264798257492943
1988827,Buena Vista SW,F:\Nilgai_photo_database\BV\BVSW\BV_SW_12_190424\BSW-BVSW12_00181_4-14-2019.JPG,19.0,Ocelot,18343.42105263158,1,Animal,4.264798257492943
1771781,BV Troughs,F:\Nilgai_photo_database\BV\BVT\BV_T_03_190924\BVT-BVT03_01243_9-16-2019.JPG,12.0,White-tailed deer,18.933172776575613,1,Animal,4.264798257492943
810677,Colima S Central,F:\Nilgai_photo_database\COL\COSC\CO_SC_12_190729\CSC-CSC12_00718_7-19-2019.JPG,33.0,Turkey,3262.3244929797193,1,Animal,4.264798257492943
1511423,Colima East,F:\Nilgai_photo_database\COL\COLE\CO_LE_07_190211\CLE-COLE07_01060_1-24-2019.JPG,10.0,Birds,34.082796838073506,1,Animal,4.264798257492943
829702,Colima North West,F:\Nilgai_photo_database\COL\CONW\CO_NW_03_190729\CNW-CONW03_01450_7-19-2019.JPG,27.0,Opossum,2344.3385650224213,1,Animal,4.264798257492943
866090,Colima North West,F:\Nilgai_photo_database\COL\CONW\CO_NW_03_190827\CNW-CONW03_00691_8-16-2019.JPG,17.0,Raccoon,476.66970594939596,1,Animal,4.264798257492943
818224,Colima North West,F:\Nilgai_photo_database\COL\CONW\CO_NW_03_190924\CNW-CONW03_00930_9-12-2019.JPG,0.0,None,1.0,0,None,1.0
1969979,Buena Vista SW,F:\Nilgai_photo_database\BV\BVSW\BV_SW_12_190117_CamNilgai23\BSW-BVSW12_03979_12-18-2018.JPG,15.0,Rabbit,631.1952912767885,1,Animal,4.264798257492943
1105255,Colima NE,F:\Nilgai_photo_database\COL\CONE\CO_NE_05.35_190123\CNE-CONE05.35_00472_1-22-2019.JPG,7.0,Coyote,683.1590983338779,1,Animal,4.264798257492943
311778,Rio Costero W,F:\Nilgai_photo_database\RC\RCW\RC_W_07.1_190403_Cam77\RCW-RCW07.1_00080_3-3-2019.JPG,21.0,Mouse,275.55013835815,1,Animal,4.264798257492943
2168822,Buena Vista South,F:\Nilgai_photo_database\BV\BVS\BV_S_02_190207_Cam39\BVS-BVS02_00477_1-28-2019.JPG,6.0,Cattle,22.59798783189427,1,Animal,4.264798257492943
199283,Russel E,F:\Nilgai_photo_database\RU\RUE\RU_E_01_190301\RUE-RUE01_00135_2-9-2019.JPG,24.0,Horse,56517.56756756757,1,Animal,4.264798257492943
417818,Rio Costero W,F:\Nilgai_photo_database\RC\RCW\RC_W_07.1_190212_Cam77\RCW-RCW07.1_00703_1-22-2019.JPG,13.0,Nilgai,58.730270179183286,1,Animal,4.264798257492943
393071,Rio Costero W,F:\Nilgai_photo_database\RC\RCW\RC_W_17_190403\RCW-RCW17_00773_3-14-2019.JPG,31.0,Squirrel,139410.0,1,Animal,4.264798257492943
1822176,BV South Middle,F:\Nilgai_photo_database\BV\BVSM\BV_SM_3_190125\BSM-BVSM3_00104_1-7-2019.JPG,10.0,Birds,34.082796838073506,1,Animal,4.264798257492943
2113345,Buena Vista South,F:\Nilgai_photo_database\BV\BVS\BV_S_05_190404\BVS-BVS05_00120_3-19-2019.JPG,9.0,Humans,15.204714504882464,1,Animal,4.264798257492943
1964172,Buena Vista SW,F:\Nilgai_photo_database\BV\BVSW\BV_SW_12_190301\BSW-BVSW12_00638_2-26-2019.JPG,19.0,Ocelot,18343.42105263158,1,Animal,4.264798257492943
772078,Colima SE,F:\Nilgai_photo_database\COL\COSE\CO_SE_0.8_190812\CSE-COSE0.8_00372_8-11-2019.JPG,26.0,Armadillo,2036.1733203505355,1,Animal,4.264798257492943
1607526,Colima East,F:\Nilgai_photo_database\COL\COLE\CO_LE_0668_190820\CLE-COLE0668_06361_8-15-2019.JPG,32.0,Tortoise/Turtle,49789.28571428572,1,Animal,4.264798257492943
1978262,Buena Vista SW,F:\Nilgai_photo_database\BV\BVSW\BV_SW_01_190207_Cam129\RCNX1994.JPG,24.0,Horse,56517.56756756757,1,Animal,4.264798257492943
1193933,Colima N Central,F:\Nilgai_photo_database\COL\CONC\CO_NC_11_190211\CNC-CONC11_00477_1-28-2019.JPG,6.0,Cattle,22.59798783189427,1,Animal,4.264798257492943
652190,Colima SE,F:\Nilgai_photo_database\COL\COSE\CO_SE_0.8_190911\CSE-COSE0.8_00218_9-3-2019.JPG,26.0,Armadillo,2036.1733203505355,1,Animal,4.264798257492943
1959601,Buena Vista SW,F:\Nilgai_photo_database\BV\BVSW\BV_SW_08_190306\BSW-BVSW08_00696_3-6-2019.JPG,9.0,Humans,15.204714504882464,1,Animal,4.264798257492943
315708,Rio Costero W,F:\Nilgai_photo_database\RC\RCW\RC_W_02_190228\RCW-RCW02_00148_1-14-2019.JPG,5.0,Pig,107.4754587038084,1,Animal,4.264798257492943
1714982,Colima East,F:\Nilgai_photo_database\COL\COLE\CO_LE_0669_190812\CLE-COLE0669_01326_8-11-2019.JPG,26.0,Armadillo,2036.1733203505355,1,Animal,4.264798257492943
546096,Colima Trough,F:\Nilgai_photo_database\COL\CT\C_T_04_190619\CT-CT04_00971_6-10-2019.JPG,9.0,Humans,15.204714504882464,1,Animal,4.264798257492943
1969592,Buena Vista SW,F:\Nilgai_photo_database\BV\BVSW\BV_SW_12_190117_CamNilgai23\BSW-BVSW12_04826_12-27-2018.JPG,11.0,"Exotics, other",4840.625,1,Animal,4.264798257492943
189716,Russel E,F:\Nilgai_photo_database\RU\RUE\RU_E_02_190424\RUE-RUE02_00844_4-19-2019.JPG,22.0,Rat,627.972972972973,1,Animal,4.264798257492943
670845,Colima SE,F:\Nilgai_photo_database\COL\COSE\CO_SE_0.6_190911\CSE-COSE0.6_00484_8-31-2019.JPG,26.0,Armadillo,2036.1733203505355,1,Animal,4.264798257492943
1969762,Buena Vista SW,F:\Nilgai_photo_database\BV\BVSW\BV_SW_12_190117_CamNilgai23\BSW-BVSW12_03555_12-14-2018.JPG,11.0,"Exotics, other",4840.625,1,Animal,4.264798257492943
823544,Colima North West,F:\Nilgai_photo_database\COL\CONW\CO_NW_02_190620\CNW-CONW02_00705_6-13-2019.JPG,25.0,Dog,5923.937677053825,1,Animal,4.264798257492943
1540774,Colima East,F:\Nilgai_photo_database\COL\COLE\CO_LE_12_190827\CLE-COLE12_01644_8-21-2019.JPG,21.0,Mouse,275.55013835815,1,Animal,4.264798257492943
1971732,Buena Vista SW,F:\Nilgai_photo_database\BV\BVSW\BV_SW_12_190117_CamNilgai23\BSW-BVSW12_06041_1-6-2019.JPG,11.0,"Exotics, other",4840.625,1,Animal,4.264798257492943
975560,Colima NE,F:\Nilgai_photo_database\COL\CONE\CO_NE_05.35_190812\CNE-CONE05.35_00199_7-30-2019.JPG,7.0,Coyote,683.1590983338779,1,Animal,4.264798257492943
1139432,Colima NE,F:\Nilgai_photo_database\COL\CONE\CO_NE_05.35_190924\CNE-CONE05.35_00052_9-11-2019.JPG,7.0,Coyote,683.1590983338779,1,Animal,4.264798257492943
2425148,Buena Vista SE,F:\Nilgai_photo_database\BV\BVSE\BV_SE_06_190405\BSE-BVSE06_00102_3-21-2019.JPG,28.0,Spider,22485.483870967742,1,Animal,4.264798257492943
387198,Rio Costero W,F:\Nilgai_photo_database\RC\RCW\RC_W_07.1_190507\RCNX7275.JPG,22.0,Rat,627.972972972973,1,Animal,4.264798257492943
1166647,Colima N Central,F:\Nilgai_photo_database\COL\CONC\CO_NC_08.1_190620\CNC-CONC08.1_00621_6-19-2019.JPG,9.0,Humans,15.204714504882464,1,Animal,4.264798257492943
